gene_id	gene_symbol	mean_expression	log2_fold_change	t_statistic	pvalue	padj
ENSG00000000354	ADRB12	6.875	2.5572	5.4917	7.939404891126255e-05	0.004291689421703247
ENSG00000002563	ATM	8.6518	2.2186	5.4953	7.888882972134714e-05	0.004291689421703247
ENSG00000002451	HDAC584	6.5768	1.5069	5.4637	8.349099309575082e-05	0.0044513280154611255
ENSG00000003924	JAK1	5.3274	-2.5911	-5.4346	8.796578908302811e-05	0.004626525015015479
ENSG00000000955	CDH2	8.7473	1.7159	5.407	9.243121944188312e-05	0.004796564080904122
ENSG00000002543	ZNF700	3.3532	-1.6878	-5.3717	9.85068784691752e-05	0.0050445890921319726
ENSG00000003799	THBS1	3.9144	-2.0896	-5.3382	0.00010466866184564437	0.005290525089652569
ENSG00000002612	ACO2	2.6166	-2.5767	-5.284	0.0001154775646771596	0.005762034381070579
ENSG00000001814	CTGF	5.4179	-2.5433	-5.258	0.00012107615697095895	0.005931536069711132
ENSG00000002491	IL10	6.3656	2.6948	5.2541	0.00012192263247093797	0.005931536069711132
ENSG00000004060	MMP9	9.427	2.7516	5.2411	0.00012486219360346564	0.005962213449971497
ENSG00000000348	KDR	3.5343	-1.7182	-5.2378	0.00012561703568799145	0.005962213449971497
ENSG00000002943	ADRB441	7.0392	1.3207	5.1591	0.00014506086118262586	0.006802130984611805
ENSG00000000732	NOTCH2	4.9699	-1.9561	-5.1334	0.00015205161656236212	0.007045058234056111
ENSG00000003020	SMAD4	6.0581	2.2983	5.123	0.0001549820515863585	0.007058943431719001
ENSG00000001498	PGR	5.9771	2.306	5.1149	0.000157326871536917	0.007058943431719001
ENSG00000000581	ACTA2	8.1222	2.6609	5.1133	0.00015779241484058405	0.007058943431719001
ENSG00000002252	NR3C1	7.1022	-1.5693	-5.0992	0.00016192090757318316	0.007161320139486691
ENSG00000001762	BMP4	9.1512	2.4038	5.0822	0.00016709762373477428	0.007307235410963388
ENSG00000001307	VIM	7.9879	1.9875	5.0063	0.0001922569169369987	0.008314043563542211
ENSG00000001766	KMT2454	9.8201	0.9535	4.9291	0.00022191540857653908	0.009491151320658132
ENSG00000000793	YAP1	8.6093	1.9557	4.9155	0.0002276110220075154	0.009628935844057065
ENSG00000002064	SMARC187	10.3285	1.5651	4.9067	0.00023140170460611068	0.009684036928247127
ENSG00000003314	ARID74	4.4187	-2.3355	-4.8931	0.0002373233759165289	0.009826197649650323
ENSG00000001609	SLC7A11	4.6455	-2.2863	-4.8489	0.0002577805585584848	0.010560862462206557
ENSG00000003390	KRAS	6.9624	2.311	4.8319	0.0002661162220650184	0.01078879516955262
ENSG00000001739	SMARC18	6.4706	2.0576	4.7887	0.0002886571390840436	0.011581995724897915
ENSG00000002546	DHX301	6.2441	-2.0245	-4.6919	0.00034642671301863767	0.013758089459883039
ENSG00000000300	SCN138	7.5143	-1.4462	-4.5679	0.0004384521412064381	0.017236926601772295
ENSG00000002585	CXCL8	7.1966	2.1325	4.5589	0.0004460994562193879	0.017362190836058576
ENSG00000001101	LDHB	7.23	1.9069	4.5496	0.00045401563194808267	0.01749533504496968
ENSG00000001622	PPP2R890	11.9371	0.9604	4.4826	0.0005161282305289558	0.019693834051163685
ENSG00000000513	NQO1	5.6943	-1.1803	-4.4762	0.0005224243728686428	0.01974054038062872
ENSG00000000207	RAB807	4.4702	-1.9685	-4.4418	0.0005581377569246013	0.020887232211062964
ENSG00000000910	SNX45	1.438	1.5893	4.3981	0.0006070802811626999	0.022502442421764073
ENSG00000002392	MMP438	6.7908	1.7857	4.3695	0.0006414167268205064	0.023550885856466138
ENSG00000003092	RAB11FIP173	5.7722	1.871	4.3373	0.0006825056687782291	0.02440513395015275
ENSG00000001234	CHRM219	9.0962	0.965	4.3425	0.0006756998310526108	0.02440513395015275
ENSG00000002600	JAK2	9.6814	-0.8093	-4.3366	0.0006834942447499101	0.02440513395015275
ENSG00000000748	ZNF338	2.1665	-2.0635	-4.3199	0.0007058561217414624	0.024974472961979747
ENSG00000003378	DHX365	5.1418	-1.3849	-4.3079	0.0007224105718011115	0.025329927436485822
ENSG00000000214	BRCA1	4.0971	-2.0313	-4.2229	0.0008517952985866187	0.029599886625885
ENSG00000001589	CCL2	5.4883	2.32	4.1255	0.0010296407353017193	0.03546337824596718
ENSG00000001448	BCL2L1	14.7218	2.2632	4.0893	0.0011050127667638434	0.037725523581095426
ENSG00000003596	KCN832	7.6918	1.4937	4.0634	0.001162322786736266	0.03933704596502215
ENSG00000004062	ID2	5.958	-1.6343	-4.0349	0.0012291148241932166	0.04123892151517241
ENSG00000002382	RPS68	9.7312	1.3104	4.0021	0.0013105220788440079	0.043594460947528876
ENSG00000002624	MRPL673	6.7587	1.1194	3.9728	0.0013881637708749624	0.045785876239367404
ENSG00000003488	BRD723	5.2473	1.9001	3.9551	0.0014373134952491945	0.047008606079914826
ENSG00000000957	RPS6KB1	7.4283	1.7559	3.9469	0.0014606795444056422	0.04737470655688966
ENSG00000000310	VCL821	6.5347	1.5341	3.891	0.0016302322944352994	0.05236782948469384
ENSG00000001778	PPP2R135	5.0622	0.9239	3.8875	0.0016415403898079775	0.05236782948469384
ENSG00000001909	WNT5A	3.6275	-2.5014	-3.8354	0.0018191488495759539	0.05709780098830333
ENSG00000002048	ATAD627	6.6872	1.1639	3.8355	0.0018188361341424418	0.05709780098830333
ENSG00000001164	HTR301	9.253	-0.6585	-3.8038	0.0019361851707129728	0.060285061475319125
ENSG00000001710	ADIPOQ	4.4042	-1.9669	-3.7467	0.0021675675164077434	0.06695375217348362
ENSG00000000698	HTR743	6.4071	1.7572	3.7393	0.002199277907802017	0.06739834344224764
ENSG00000001090	SDHA	4.9479	-1.8758	-3.7247	0.0022637045915260786	0.06883076773608983
ENSG00000000352	TOMM106	5.9968	1.8077	3.7117	0.002323097515502295	0.07008911263825529
ENSG00000004119	GABR69	3.1004	-1.1566	-3.6928	0.0024113491082805643	0.0721920825340612
ENSG00000003816	MSH2	8.607	1.7599	3.6795	0.0024756093277712187	0.07355016415027163
ENSG00000003441	USP895	5.3521	1.4862	3.6633	0.0025567490276967395	0.07538535769542205
ENSG00000003687	TNF	8.0267	-1.278	-3.6457	0.0026473055230814423	0.07746851951754115
ENSG00000001927	HTR771	9.6009	0.6321	3.5671	0.003093816766485982	0.08985921533704061
ENSG00000000074	UGT290	7.002	1.6791	3.5443	0.0032374965927230823	0.09333582769539434
ENSG00000001657	SPTB516	8.5174	1.5262	3.5388	0.0032727676444452582	0.09365890935427165
ENSG00000000877	VCL312	2.1137	-1.663	-3.5207	0.0033926750755537034	0.09638168900770083
ENSG00000001737	JAG1	5.8407	2.0884	3.5113	0.0034566433046419936	0.09748736044685971
ENSG00000000773	BRAF	1.1088	-0.9845	-3.5041	0.003506231565417756	0.09817448383169716
ENSG00000000817	CCNB672	2.1408	1.5365	3.4591	0.003834606198862423	0.10660205232837536
ENSG00000000397	COPB747	5.1149	1.1513	3.3402	0.004857816554574233	0.13408951794611995
ENSG00000004108	BIRC5	6.0265	2.304	3.334	0.004918432873674979	0.1348066249601621
ENSG00000000062	EIF120	7.728	-1.7255	-3.3267	0.004989817477542765	0.13580678057759749
ENSG00000003053	SMARC305	4.4385	-1.554	-3.3155	0.005102630589429271	0.13791276565318558
ENSG00000000891	DNMT509	3.027	-1.6506	-3.2579	0.005722297946190885	0.1535943697005167
ENSG00000002188	PXN63	2.445	-1.6926	-3.2372	0.005962650992326232	0.158949573028313
ENSG00000004019	CCNB72	2.218	1.1545	3.2292	0.006058751628415433	0.16041266216185623
ENSG00000003647	KRT271	7.5464	-1.1851	-3.2148	0.006233863902263377	0.16393377234870987
ENSG00000002129	GNA192	6.8321	-1.4889	-3.2051	0.006356084623381974	0.16602604935706472
ENSG00000001280	KDM444	7.8978	0.9045	3.1792	0.006692069891663983	0.1727466131998944
ENSG00000001454	ARF722	2.3569	1.5218	3.1784	0.0067021424956793555	0.1727466131998944
ENSG00000001456	GNA792	6.6246	0.6997	3.1678	0.006845524598607303	0.17485389442784
ENSG00000001004	CYP602	8.0389	0.8959	3.1657	0.006873752787117039	0.17485389442784
ENSG00000002781	SPTB4	5.9594	-0.9833	-3.1412	0.00721706741999856	0.18239497661450907
ENSG00000003065	GABR833	1.7326	-1.274	-3.1252	0.007449650651877673	0.18705832475553485
ENSG00000003661	ABC613	4.588	-0.7221	-3.0938	0.007929771122569504	0.19783762313487505
ENSG00000002657	TLN828	7.5104	1.0351	3.0665	0.008371537098640535	0.20621533156904406
ENSG00000001115	FBXO114	5.6293	1.4254	3.0681	0.00834377889898711	0.20621533156904406
ENSG00000003245	TRIM147	7.3359	0.8424	3.0622	0.008442072044331327	0.20664493331155676
ENSG00000001326	GNA272	5.48	1.2751	3.0425	0.008780270453747786	0.21358007878741486
ENSG00000003450	ARF433	8.996	1.1453	3.0094	0.009375115543490093	0.22663322792089097
ENSG00000002457	H2AF389	4.1146	-1.3737	-3.0015	0.009523520201171181	0.22879963347505086
ENSG00000000019	GATA3	3.8077	-1.3222	-2.9836	0.009866577573976893	0.23558723876023355
ENSG00000000372	SIRT632	8.6085	0.7355	2.9762	0.010012007724309093	0.23616202462430902
ENSG00000003857	GABR684	4.3696	1.0107	2.9789	0.009958857614855696	0.23616202462430902
ENSG00000002682	SMARC569	4.7827	1.6277	2.9684	0.010168831043662183	0.23841620736104346
ENSG00000002568	VCL93	1.5188	1.5819	2.9521	0.01050159581501511	0.24474377791640006
ENSG00000003707	TRIM687	4.6622	-1.6459	-2.9421	0.010712019235246985	0.24524222860930156
ENSG00000003527	TLN562	12.1759	1.4328	2.9435	0.010682440521150405	0.24524222860930156
ENSG00000003178	SLC2A1	9.0709	1.4078	2.9438	0.010676455757627955	0.24524222860930156
ENSG00000003955	PLC505	5.7352	1.1251	2.9358	0.01084557973194667	0.24589817042158083
ENSG00000002344	UGT698	3.1443	-1.4748	-2.9348	0.01086703116971015	0.24589817042158083
ENSG00000002272	ANK819	3.1659	1.7735	2.907	0.01148241642172007	0.2514073094444158
ENSG00000000353	CEBPA	3.1211	-2.2039	-2.9056	0.011514862905696293	0.2514073094444158
ENSG00000000448	INS	1.7616	-1.2825	-2.9035	0.011562669165095176	0.2514073094444158
ENSG00000003749	CDK6	6.0584	1.6631	2.9082	0.011455792608486606	0.2514073094444158
ENSG00000000071	RNF636	5.4812	1.4669	2.9063	0.011498037070531254	0.2514073094444158
ENSG00000000377	DRD848	1.0713	1.3933	2.916	0.011280163877916662	0.2514073094444158
ENSG00000000831	RNF177	4.9085	-1.767	-2.918	0.011236156671210059	0.2514073094444158
ENSG00000000643	TOMM70	1.7758	1.5153	2.8854	0.011982250470150644	0.25908288238792393
ENSG00000000890	EZH850	1.4679	-1.2346	-2.8658	0.012455607918480575	0.26782997800401326
ENSG00000003465	MAPK727	6.3143	1.2392	2.828	0.013420298663690846	0.2869879252696965
ENSG00000003093	KDM500	6.2301	-0.6248	-2.8088	0.013937830682023861	0.29642643177287903
ENSG00000001336	ACTN393	10.253	0.5935	2.8024	0.014113215699056898	0.2969115432471862
ENSG00000002858	CACN792	6.7148	-1.2562	-2.804	0.014070452434517981	0.2969115432471862
ENSG00000003375	ARID207	5.4038	0.8894	2.7962	0.014286722144341896	0.2989458203536487
ENSG00000002830	COL618	2.8406	1.2091	2.7796	0.014759837559417947	0.3071940523061746
ENSG00000000489	CACN451	3.2163	-1.3562	-2.7741	0.014921760929183087	0.3072777435787332
ENSG00000003183	ARF659	1.8875	-1.4793	-2.7751	0.014893447170702272	0.3072777435787332
ENSG00000001266	SEC722	10.0155	-0.3677	-2.7603	0.015330798124840115	0.3140392963256723
ENSG00000002059	VCL472	4.0667	-1.1334	-2.7523	0.015575340624585496	0.31672882080455017
ENSG00000001564	KRT743	7.4448	0.5897	2.748	0.0157062339196501	0.31672882080455017
ENSG00000002098	ARF640	4.4037	-0.9843	-2.7498	0.015652274401572575	0.31672882080455017
ENSG00000000457	EZH329	4.4897	-1.6229	-2.7191	0.01662341874409589	0.3320430365616825
ENSG00000004023	SNX412	5.5138	-0.6812	-2.7161	0.016721591769293363	0.3320430365616825
ENSG00000001075	SKP516	2.1997	1.3704	2.7175	0.016676598826003287	0.3320430365616825
ENSG00000004153	GRIN9	8.2373	-1.2338	-2.7119	0.016860342145764335	0.33309873924525274
ENSG00000001562	CACN266	1.4185	-0.9988	-2.7086	0.01696811943588501	0.33353495375992154
ENSG00000002930	DYNC440	2.7014	-1.6386	-2.6979	0.01732905887917676	0.335545757003761
ENSG00000001154	SEC827	6.6427	-0.8142	-2.6986	0.01730300327000994	0.335545757003761
ENSG00000002127	VCL160	6.6965	-0.613	-2.6996	0.01727028854480185	0.335545757003761
ENSG00000002548	CUL883	4.2649	-1.3942	-2.6845	0.017787265444659802	0.3411892321861344
ENSG00000001484	RPL670	5.5515	-1.1159	-2.6843	0.01779584124711852	0.3411892321861344
ENSG00000002266	DUSP429	5.2189	-0.9658	-2.6785	0.01799653120670213	0.34334558557100336
ENSG00000003125	SNX213	7.2647	0.8178	2.6687	0.018345456364003455	0.3466044474208808
ENSG00000001148	HDAC126	4.5754	0.9407	2.6689	0.018339161867940393	0.3466044474208808
ENSG00000000174	CCNB746	6.2513	-1.7019	-2.6535	0.01889810255346057	0.35532084607762576
ENSG00000002316	KRT645	1.9543	-1.1002	-2.6489	0.01907097077764492	0.35684720320477903
ENSG00000000225	ADAM372	3.9334	1.7284	2.6424	0.019313417458851952	0.359654644736133
ENSG00000000931	MRPL368	5.6288	0.768	2.636	0.019554977623117406	0.3624189186151093
ENSG00000002759	TSC2	6.2774	1.6075	2.6116	0.020510708416012834	0.3769187791550985
ENSG00000003826	UBE2551	10.944	-0.5636	-2.611	0.020531033191387688	0.3769187791550985
ENSG00000000661	PLC306	2.7835	-1.8915	-2.6052	0.020766766417878696	0.3794565957670605
ENSG00000003850	ANK320	6.7148	1.3738	2.5902	0.021382883090989888	0.3888886962155731
ENSG00000001449	GABR452	9.0935	0.6092	2.5862	0.021546565231075142	0.3891389749548046
ENSG00000001668	TOMM459	4.6983	0.9346	2.585	0.021596613204069318	0.3891389749548046
ENSG00000002540	RHO624	1.4539	1.6844	2.5785	0.02187129210716056	0.39093308547576766
ENSG00000000976	CCR7	6.359	1.2606	2.5779	0.02189707416077013	0.39093308547576766
ENSG00000002808	RNF326	7.6763	-0.448	-2.5715	0.022172962964813307	0.3940510130550383
ENSG00000002986	PPP2R563	6.2313	0.7218	2.5507	0.02308559982302237	0.40840524777819576
ENSG00000002623	GABR22	2.197	1.5575	2.5415	0.02350376669558488	0.4139215383674948
ENSG00000001753	OR553	5.2266	1.1598	2.5291	0.02407439173936497	0.4196639743459391
ENSG00000001142	SKP714	8.3498	0.8313	2.5209	0.024459996368268157	0.4196639743459391
ENSG00000003345	EIF228	6.6303	1.3973	2.5231	0.024354482398819495	0.4196639743459391
ENSG00000000180	DUSP23	4.2356	1.2433	2.5205	0.024476804259128515	0.4196639743459391
ENSG00000003461	SNX479	6.2117	-0.7212	-2.5241	0.02430740585883701	0.4196639743459391
ENSG00000001722	SMARC627	7.5185	0.5915	2.5244	0.02429408633089933	0.4196639743459391
ENSG00000001744	PPP1R889	5.8297	0.9348	2.5121	0.024877450630615857	0.4238667226615946
ENSG00000001597	PLC814	1.8026	1.2026	2.5108	0.024939742931527537	0.4238667226615946
ENSG00000003083	KDM662	5.779	0.7965	2.4941	0.02576041184946609	0.43591096920922623
ENSG00000001035	VCL292	6.5886	0.8176	2.4891	0.026007113865107685	0.43818046390908705
ENSG00000001548	SEC633	5.2531	-0.9434	-2.4639	0.027303665074264228	0.4561758856941655
ENSG00000001203	MYO655	5.9361	-1.0167	-2.4638	0.0273096046677134	0.4561758856941655
ENSG00000001168	ADAM229	6.8594	-0.7886	-2.4598	0.02751755614678234	0.4576851646293883
ENSG00000002993	TET777	1.858	-1.4234	-2.4374	0.02873205699577127	0.4758517694789012
ENSG00000002820	CHRM261	4.9231	-0.9327	-2.4217	0.02961238564083396	0.48424960047952004
ENSG00000003618	KCN836	5.3975	0.7025	2.4242	0.02947009004383136	0.48424960047952004
ENSG00000000864	RAB11FIP442	3.3015	-1.2988	-2.4235	0.0295099575715364	0.48424960047952004
ENSG00000002259	COPB101	1.3545	-1.087	-2.4183	0.029805654942828445	0.4843945302321645
ENSG00000002267	UBE2818	3.9455	0.8642	2.415	0.02999462533040895	0.4843945302321645
ENSG00000000921	SEC594	6.5059	-0.734	-2.4166	0.029901544929408733	0.4843945302321645
ENSG00000003716	CHRM462	4.227	1.3488	2.4097	0.030299476680913307	0.48729571587650655
ENSG00000002500	KRT386	2.3127	-1.5164	-2.4033	0.030674664138989203	0.4912995589668559
ENSG00000003387	ANK564	2.6057	1.1905	2.401	0.030811416053150492	0.4914673413068103
ENSG00000000529	RNF448	3.2284	-1.2376	-2.396	0.031108457182974957	0.4941800626781165
ENSG00000002523	TIMM572	4.7802	2.0158	2.3937	0.031241781773333144	0.49428054740574223
ENSG00000001610	KDM609	7.8936	-0.6837	-2.3915	0.03137574803877005	0.4943903294206196
ENSG00000002780	MRPL657	4.6737	1.373	2.3775	0.032225053391576	0.505725434677475
ENSG00000004132	PXN361	6.5605	1.3643	2.3699	0.03269583197826442	0.5090087122376206
ENSG00000001340	ZNF88	4.9019	0.8804	2.3709	0.032633467443833185	0.5090087122376206
ENSG00000000493	USP830	4.2907	-0.8922	-2.3671	0.03287132815132321	0.5097020285456172
ENSG00000000572	GRIN527	1.7646	1.0559	2.3627	0.03315317961031871	0.5120324406482556
ENSG00000002196	FBXO679	4.1077	1.2582	2.3385	0.0347180332668766	0.5319786829711958
ENSG00000001895	COL580	3.0148	-1.4688	-2.3398	0.0346280734512113	0.5319786829711958
ENSG00000001495	DHX312	3.3929	-1.0395	-2.3311	0.03520630538021192	0.537344864861901
ENSG00000003679	CYP420	5.8551	1.0953	2.3276	0.03544429643407459	0.5388640692242902
ENSG00000000699	COPB184	7.2286	-0.5245	-2.32	0.035956397806018725	0.5403177616255787
ENSG00000001937	SLC737	9.1386	0.5875	2.3222	0.03580736695510673	0.5403177616255787
ENSG00000003163	RAB11FIP122	8.2042	0.7855	2.3202	0.03594270700059318	0.5403177616255787
ENSG00000000993	SUZ852	5.5536	0.9244	2.3171	0.036159875570817915	0.5412855220062436
ENSG00000001507	MRPS87	4.7796	1.3677	2.3039	0.03707473072852062	0.5528538390628438
ENSG00000002462	KIF240	7.7942	-0.5913	-2.3008	0.037295414674193096	0.5540219614960288
ENSG00000000983	PPP1R573	4.3405	-1.1948	-2.2963	0.03761663951018184	0.5566690531316644
ENSG00000002029	ZNF500	6.5926	0.6451	2.2879	0.0382158386355434	0.5570638350918911
ENSG00000000098	RAB11FIP674	4.0673	-1.0512	-2.2909	0.03800099554657539	0.5570638350918911
ENSG00000003030	KDM691	9.6575	-0.4495	-2.2917	0.037945551232595694	0.5570638350918911
ENSG00000004106	MYO766	4.27	1.1919	2.2898	0.038080081959277236	0.5570638350918911
ENSG00000002756	HTR484	6.1162	0.8819	2.2675	0.03972328817011917	0.5577494574944352
ENSG00000003508	RNF113	1.5471	-1.2614	-2.266	0.039831127178006145	0.5577494574944352
ENSG00000000944	PXN313	3.1106	-1.4833	-2.2699	0.03954235597824001	0.5577494574944352
ENSG00000003579	CDC399	4.8775	0.8345	2.277	0.03901322849354	0.5577494574944352
ENSG00000003646	GRIN438	1.0357	-1.0178	-2.2755	0.03912448298307972	0.5577494574944352
ENSG00000000439	MRPL201	3.5553	1.0935	2.2686	0.03963555642053608	0.5577494574944352
ENSG00000002980	RHO401	5.0583	-1.3379	-2.2812	0.03870656320646223	0.5577494574944352
ENSG00000002241	SIRT779	4.8837	1.3688	2.2793	0.038841325311214106	0.5577494574944352
ENSG00000001346	MRPS597	8.7448	0.5518	2.2659	0.03983924696388823	0.5577494574944352
ENSG00000002650	KRT179	1.2834	-1.144	-2.2693	0.03958838078898171	0.5577494574944352
ENSG00000001185	CUL688	6.6249	0.4859	2.2783	0.038917846998938695	0.5577494574944352
ENSG00000002145	ADAM435	10.8948	0.3543	2.2615	0.040172256520661816	0.5583943656371992
ENSG00000003161	ATAD25	5.2934	0.8136	2.2618	0.04014837508842502	0.5583943656371992
ENSG00000002658	ANAPC628	2.48	1.0807	2.2582	0.040426593462916924	0.559929899493497
ENSG00000001128	CHRM539	6.3119	0.8438	2.252	0.040900880533951946	0.5644901668019183
ENSG00000001237	COL741	2.0885	-1.2827	-2.2389	0.04191859221839654	0.5764917346784428
